Question,Option A,Option B,Categories,Work Safe,Mature,Shape,Why It Works
Have you ever fake-yawned to hint that guests should go home?,Yes,No,Home; Etiquette; Confession,TRUE,FALSE,CONFESS,The host's secret signal
Have you ever bought someone a gift and kept it for yourself?,Yes,No,Consumer; Confession,TRUE,FALSE,CONFESS,Gift interception happens
Would you haggle with a friend selling you their old car?,Yes,No,Money; Relationships; Etiquette,TRUE,FALSE,GREY,Is business ever just business?
Is it okay to keep a refund a company accidentally sent twice?,Yes,No,Ethics; Money; Consumer,TRUE,FALSE,GREY,"Faceless company, easy excuse"
Is crossing an empty street against the light wrong?,Yes,No,Ethics; Norms,TRUE,FALSE,GREY,Rules matter vs no harm done
Is it okay to photograph strangers in public?,Yes,No,Ethics; Norms; Technology,TRUE,FALSE,GREY,Public space vs private face
Would you tell neighbors their dog barks all day while they're out?,Yes,No,Social; Home; Communication,TRUE,FALSE,GREY,Helpful heads-up or opening a war
Is running up the score against a weak team okay?,Yes,No,Ethics; Fairness; Fun,TRUE,FALSE,GREY,Full effort vs basic mercy
Is it okay to donate a handmade gift you never use?,Yes,No,Ethics; Etiquette; Home,TRUE,FALSE,GREY,Your clutter vs their feelings
Is it okay to skip a friend's show you know you'll hate?,Yes,No,Relationships; Social; Ethics,TRUE,FALSE,GREY,Support vs your whole evening
Would you split cash you found with the friend beside you?,Yes,No,Money; Trust; Ethics,TRUE,FALSE,GREY,Windfall math tests friendship
Would you keep eating at a friend's restaurant if the food was bad?,Yes,No,Trust; Food & Drink; Money,TRUE,FALSE,GREY,Support has a price
Would you let a friend crash at your place for a month?,Yes,No,Home; Trust; Relationships,TRUE,FALSE,GREY,"Generosity has a limit, where"
Is claiming a pool chair with a towel at dawn fair play?,Yes,No,Travel; Fairness; Etiquette,TRUE,FALSE,GREY,First come vs actually there
Would you rather be able to pause time or rewind ten seconds?,Pause,Rewind,Fun; Deep,TRUE,FALSE,TRADE,Control lovers vs mistake fixers
Would you rather host every gathering or never host again?,Always host,Never host,Social; Home,TRUE,FALSE,TRADE,Control lovers vs effort avoiders
Would you rather have a pool or a home cinema?,Pool,Home cinema,Home; Lifestyle,TRUE,FALSE,TRADE,Swimmers vs screen people
"At parties, would you rather always arrive first or always leave last?",First in,Last out,Social; Habits,TRUE,FALSE,TRADE,Openers vs closers at every party
Would you rather a safe decent life or a coin flip between amazing and hard?,Safe and decent,Roll the dice,Risk; Deep; Values,TRUE,FALSE,TRADE,Life sized risk appetite check
Would you rather snore terribly or spill secrets in your sleep?,Snore,Spill secrets,Habits; Confession; Humor,TRUE,FALSE,TRADE,Depends what's rattling in there
Would you rather host your in-laws for a month or stay with them a week?,Host a month,Visit a week,Family; Home,TRUE,FALSE,TRADE,Home turf matters
Is cracking knuckles satisfying or horrifying?,Satisfying,Horrifying,Habits; Humor,TRUE,FALSE,TASTE,Crackers never get flinchers
Is gold better than silver?,Gold,Silver,Style; Taste,TRUE,FALSE,TASTE,Jewelry allegiance is lifelong
Is a small wedding better than a big one?,Small,Big,Relationships; Culture,TRUE,FALSE,TASTE,Intimacy vs a giant party
Is a first date better over dinner or an activity?,Dinner,Activity,Sex & Dating; Preferences,TRUE,FALSE,TASTE,Talkers vs doers
Are voice assistants useful or creepy?,Useful,Creepy,Technology; Debate,TRUE,FALSE,TASTE,Convenience adopters vs the unplugged wary
Is celebrating a 'birthday week' legitimate?,Yes,No,Fun; Norms; Debate,TRUE,FALSE,NORM,Self-celebration maximalists vs one-day rules
Is going three days without washing your hair fine?,Yes,No,Style; Habits; Humor,TRUE,FALSE,TASTE,Natural oils or greasy denial
Is a college degree still worth it?,Yes,No,Career; Future; Debate,TRUE,FALSE,BELIEF,Credential faith check
Does your name shape who you become?,Yes,No,Psychology; Belief,TRUE,FALSE,BELIEF,Quirky determinism test
Is everyone replaceable at work?,Yes,No,Work; Society,TRUE,FALSE,BELIEF,Corporate realism split
Is blood really thicker than water?,Yes,No,Belief; Family; Values,TRUE,FALSE,BELIEF,Family vs chosen family
Do you make a grocery list or wing it at the store?,List,Wing it,Food & Drink; Habits,TRUE,FALSE,HABIT,Planners vs aisle improvisers
Do you still carry physical cash?,Yes,No,Money; Habits,TRUE,FALSE,HABIT,Cash carriers vs card only
Do you save gift bags and wrapping paper to reuse?,Yes,No,Home; Money,TRUE,FALSE,HABIT,Savers vs fresh wrap buyers
Do you keep the boxes your electronics came in?,Yes,No,Home; Habits,TRUE,FALSE,HABIT,Box keepers vs instant recyclers
Do you sort laundry by color or wash it all together?,Sort,All together,Home; Habits,TRUE,FALSE,HABIT,Sorters vs one load gamblers
Do you wash new clothes before wearing them?,Yes,No,Style; Habits,TRUE,FALSE,HABIT,Wash first vs straight off the rack
Do you binge a series or ration the episodes?,Binge,Ration,Entertainment; Habits,TRUE,FALSE,HABIT,One weekend vs savoring slowly
Do you finish books you're not enjoying?,Finish,Quit,Media; Habits,TRUE,FALSE,HABIT,Completionists vs happy quitters
Do you arrive at parties on time or fashionably late?,On time,Late,Social; Etiquette,TRUE,FALSE,HABIT,Punctual guests vs stragglers
Do you dance at weddings or hold the wall?,Dance,Wall,Social; Fun,TRUE,FALSE,HABIT,Floor fillers vs perimeter crew
Do you google people before you meet them?,Yes,No,Social; Technology,TRUE,FALSE,HABIT,"Prepared or invasive, pick one"
Do you practice expressions in the mirror?,Yes,No,Self; Confession,TRUE,FALSE,HABIT,Private rehearsals for public faces
Do you round your height up?,Yes,No,Self; Confession,TRUE,FALSE,HABIT,The inch everyone quietly adds
Do you cook with the same spoon you taste with?,Yes,No,Food & Drink; Habits,TRUE,FALSE,HABIT,Kitchen hygiene splits every couple
Do you eat again after brushing your teeth at night?,Yes,No,Habits; Health & Wellness,TRUE,FALSE,HABIT,The post-brush snack schism
Can you usually tell when someone is lying to you?,Yes,No,Trust; Psychology; Self,TRUE,FALSE,MIRROR,"Research says near chance, egos say yes"
Would you handle winning the lottery better than most people?,Yes,No,Money; Self,TRUE,FALSE,MIRROR,Every winner thought that too
Are you better at small talk than most people?,Yes,No,Social; Communication; Self,TRUE,FALSE,MIRROR,Everyone remembers their one great chat
Are you more reliable than most of your friends?,Yes,No,Social; Trust; Self,TRUE,FALSE,MIRROR,Flaky friends vote yes too
Do you have a better memory than most people you know?,Yes,No,Knowledge; Self,TRUE,FALSE,MIRROR,Verified by the same memory
Are you better at assembling flat-pack furniture than most?,Yes,No,Home; Fun; Self,TRUE,FALSE,MIRROR,Confidence peaks before step 12
Are you better at keeping plants alive than most people?,Yes,No,Home; Self,TRUE,FALSE,MIRROR,The plant graveyard says otherwise
Are you an above-average singer?,Yes,No,Music; Self,TRUE,FALSE,MIRROR,The shower acoustics are lying
Are you better at picking restaurants than your friends?,Yes,No,Food & Drink; Taste; Self,TRUE,FALSE,MIRROR,The group still ends up at the same spot
Do animals like you more than they like most people?,Yes,No,Fun; Self,TRUE,FALSE,MIRROR,The cat's opinion is unavailable
Do you have a good poker face?,Yes,No,Psychology; Fun; Self,TRUE,FALSE,MIRROR,Their friends read them like a menu
Are you better at giving gifts than most people?,Yes,No,Etiquette; Self,TRUE,FALSE,MIRROR,The regifters vote yes too
Do you win most arguments because you're actually right?,Yes,No,Debate; Self,TRUE,FALSE,MIRROR,Losers of arguments don't exist
Are you better with kids than most people?,Yes,No,Family; Self,TRUE,FALSE,MIRROR,"Confidently claimed, rarely babysat"
Are you the emotionally mature one in your family?,Yes,No,Family; Emotion; Self,TRUE,FALSE,MIRROR,Every sibling claims this seat
Do you judge people less than most?,Yes,No,Psychology; Ethics; Self,TRUE,FALSE,MIRROR,Answered while judging the askers
Do you have a higher pain tolerance than most people?,Yes,No,Health & Wellness; Self,TRUE,FALSE,MIRROR,Everyone is secretly tough
Do you carry your group chat?,Yes,No,Communication; Social; Self,TRUE,FALSE,MIRROR,"Four carriers per chat, apparently"
Are you more fun at parties than the average guest?,Yes,No,Social; Fun; Self,TRUE,FALSE,MIRROR,The average guest thinks so too
Do you handle spicy food better than most people?,Yes,No,Food & Drink; Self,TRUE,FALSE,MIRROR,Pride sweats at the table
Are you better at charming a partner's parents than most?,Yes,No,Relationships; Family; Self,TRUE,FALSE,MIRROR,Half the room got a polite nod
Do you dress better than most people your age?,Yes,No,Style; Self,TRUE,FALSE,MIRROR,Style is self-graded generously
Are you less petty than most people?,Yes,No,Psychology; Emotion; Self,TRUE,FALSE,MIRROR,The petty keep receipts on this
Do you have a nude of yourself saved on your phone right now?,Yes,No,Sex & Dating; Technology,FALSE,TRUE,CONFESS,Present tense makes it electric to predict
"Live to exactly 85, guaranteed, or take your chances?",Lock in 85,Take chances,Dark; Risk; Deep,FALSE,TRUE,TRADE,"Certainty vs hope, no right answer."
"You can see how long everyone will live, except yourself. Look?",Look,Refuse,Dark; Knowledge; Deep,FALSE,TRUE,TRADE,Knowledge you can't unknow.
Have you ever checked the time during sex?,Yes,No,Sex & Dating; Humor,FALSE,TRUE,CONFESS,"Concrete, funny, and more common than admitted"
Would you live in a heavily discounted house where a murder happened?,Absolutely,Never,Dark; Home; Money,FALSE,TRUE,TRADE,Bargain hunters vs the haunted.
Would you chat with an AI trained on a dead loved one's messages?,I would,Too creepy,Dark; Technology; Emotion,FALSE,TRUE,GREY,"Comfort or desecration, no middle ground."
"If you died young, would you want your partner to remarry?",Yes,No,Dark; Relationships,FALSE,TRUE,GREY,"Selfless in theory, jealous in practice."
Would you take a pill that erased your grief for someone you lost?,Take it,Keep the grief,Dark; Emotion; Psychology,FALSE,TRUE,GREY,Is grief pain or proof of love?
Could you seriously date someone who used to do adult films?,No problem,Couldn't do it,Sex & Dating; Norms,FALSE,TRUE,GREY,"A modern taboo, private opinions differ."
"Worse: walking in on your parents, or them walking in on you?",You catch them,They catch you,Family; Sex & Dating; Humor,FALSE,TRUE,TRADE,"Everyone winces, then picks fast."
Confess your weirdest fantasy to one: your parents or your boss?,Parents,Boss,Sex & Dating; Confession; Humor,FALSE,TRUE,TRADE,Shame logistics get loud.
"Rather: slept with 100 and nobody knows, or 2 and everyone assumes 100?",Secret 100,Assumed 100,Sex & Dating; Norms; Self,FALSE,TRUE,TRADE,Reputation vs reality brawl.
"Deal: everyone learns your kinks, but you learn everyone's. Take it?",Take it,Pass,Sex & Dating; Confession; Trust,FALSE,TRUE,TRADE,"Curiosity vs exposure, priced."
"Forever: always the one initiating sex, or never allowed to?",Always initiate,Never initiate,Sex & Dating; Psychology,FALSE,TRUE,TRADE,Exposes who needs to feel wanted.
A loved one dies and leaves a diary marked private. Read it?,Read it,Never,Dark; Ethics; Trust,FALSE,TRUE,GREY,"Grief vs respect, no referee."
"A short life as someone's great love, or a long life as their compromise?",Great love,Compromise,Dark; Relationships; Deep,FALSE,TRUE,TRADE,Romantics out themselves.
"The best sex of your life: already behind you, or waiting at 70?",Behind me,At 70,Sex & Dating; Humor; Deep,FALSE,TRUE,TRADE,Optimists vs realists in bed.
Have you ever had a threesome?,Yes,No,Sex & Dating; Confession,FALSE,TRUE,CONFESS,Classic never-have-I-ever; splits wildly by group
Have you ever kept sleeping with an ex after the breakup?,Yes,No,Sex & Dating; Relationships,FALSE,TRUE,CONFESS,Everyone knows someone who did; few admit it
Have you ever done the math on how many years your parents have left?,Yes,No,Dark; Family,FALSE,TRUE,CONFESS,Dark arithmetic most adults have quietly done
Is saying an ex's name in bed forgivable?,Forgivable,Dealbreaker,Sex & Dating; Relationships; Emotion,FALSE,TRUE,NORM,"Honest slip vs unforgivable tell, instant debate."
Is loud sex okay when roommates are home?,Yes,No,Sex & Dating; Home; Etiquette,FALSE,TRUE,NORM,"Your room vs shared walls, every flat has fought this."
Would you hide a terminal diagnosis from your family as long as you could?,Hide it,Tell them,Dark; Family; Health & Wellness,FALSE,TRUE,GREY,Protecting them vs their right to know.
Terminal diagnosis: spend your savings living big or leave it all to family?,Spend it,Leave it,Dark; Money; Values,FALSE,TRUE,GREY,Last hurrah vs legacy splits generations.
"If your body were failing, would you upload your mind to live on digitally?",Upload me,Let me end,Dark; Technology; Future,FALSE,TRUE,GREY,Is the upload still you? Instant fight.
Would you date someone who served time for a serious crime?,If reformed,Dealbreaker,Sex & Dating; Trust; Dark,FALSE,TRUE,GREY,"Redemption vs risk, zero neutrality."
Give up forever: porn or masturbation?,Porn,Masturbation,Sex & Dating; Vices; Habits,FALSE,TRUE,TRADE,"Private habits, public debate."
Trade one year off your life for a year of the best sex imaginable?,Yes,No,Sex & Dating; Risk; Dark,FALSE,TRUE,TRADE,Hedonism gets a price tag.
"Found: your partner's secret notes. Read your flaws, or your bedroom review?",Flaws,Bedroom review,Sex & Dating; Trust; Humor,FALSE,TRUE,TRADE,"Pick your poison, publicly."
"Bring back someone you lost: one full day now, or one hour every year?",One day,Hour yearly,Dark; Family; Emotion,FALSE,TRUE,TRADE,Grief math nobody agrees on.
"Sex for the rest of your life: lights always on, or always off?",Always on,Always off,Sex & Dating; Self,FALSE,TRUE,TRADE,Body confidence litmus test.
Is there someone you regret not sleeping with?,Yes,No,Sex & Dating; Deep,FALSE,TRUE,CONFESS,"The road not taken, adults-only edition"
"Have you ever questioned your sexuality, even briefly?",Yes,No,Sex & Dating; Self,FALSE,TRUE,CONFESS,More common than any group guesses
Have you ever imagined who would cry at your funeral?,Yes,No,Dark; Deep,FALSE,TRUE,CONFESS,The morbid daydream nobody confesses first
Is it rude to check your phone right after sex?,Yes,No,Sex & Dating; Etiquette; Technology,FALSE,TRUE,NORM,The post-sex scroll divides every bedroom.
Is slipping out while a one night stand is still asleep okay?,Yes,No,Sex & Dating; Etiquette; Confession,FALSE,TRUE,NORM,"Clean exit or coward's move, no middle ground."
Is a next-day text mandatory after a hookup?,Yes,No,Sex & Dating; Communication; Norms,FALSE,TRUE,NORM,"Basic courtesy or needless ceremony, groups split."
Should you tell a long-term partner the sex has gone stale?,Yes,No,Sex & Dating; Relationships; Communication,FALSE,TRUE,NORM,"Brutal honesty vs protecting feelings, no easy side."
Are condoms out on the nightstand presumptuous or prepared?,Presumptuous,Prepared,Sex & Dating; Etiquette; Norms,FALSE,TRUE,NORM,"Confidence read vs assumption read, fun to predict."
Would you marry someone you loved knowing they had five years to live?,Yes,No,Dark; Relationships,FALSE,TRUE,GREY,"Love now vs grief later, brutal math."
Take your biggest secret to the grave or confess on your deathbed?,To the grave,Confess,Dark; Confession; Values,FALSE,TRUE,CONFESS,Peace for you or truth for them.
Would you want to know every disease hiding in your DNA?,Tell me all,Blissful ignorance,Health & Wellness; Knowledge; Dark,FALSE,TRUE,GREY,Forewarned or doomed to wait for it?
Only you know the world ends in a month. Tell people?,Tell everyone,Stay quiet,Dark; Ethics; Deep,FALSE,TRUE,GREY,Panic vs the right to say goodbye.
